OCCUPATION,Current monthly rent,How long have you stayed at this PG? (in months),"Overall, how would you rate the physical amenities (room, furniture, Wi-Fi, food) at this PG?",How would you rate the security of the PG?,"When you last raised a complaint, how long did it take to resolve?",How many complaints have you raised in the last 3 months?,Is your security deposit fully refundable based on what you've seen/heard from others who left?,Do you feel your rent is fair compared to similar PGs nearby?,"Overall, how satisfied are you with this PG?",Do you intend to renew/continue your stay at this PG beyond your current term?,What's the single biggest reason for your answer above?
WORKING PROFESSIONAL,5000,4.5,4,5,same day,0,"Yes, straightforward",overpriced,5,Maybe,"The security is good, but the rent is slightly high."
STUDENT,5000,10.7,5,4,same day,2,"Yes, straightforward",overpriced,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,14000,36.0,3,2,no complaints raised,2,Not sure,fair,2,No,The amenities need improvement.
WORKING PROFESSIONAL,5000,14.4,4,3,no complaints raised,1,"Yes, straightforward",fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,5000,16.4,3,4,few days,1,Disputes are common,fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,23.9,4,4,few days,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,9500,23.8,4,5,same day,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,2.9,3,4,same day,1,"Yes, straightforward",fair,4,No,The overall facilities do not justify the rent.
WORKING PROFESSIONAL,18000,15.5,5,4,same day,3,"Yes, straightforward",fair,4,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,16.9,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,20.4,4,5,no complaints raised,2,Not sure,fair,4,No,There are too many maintenance and service issues.
WORKING PROFESSIONAL,5000,20.7,5,5,same day,3,"Yes, straightforward",underpriced,4,No,Maintenance issues take too long to resolve.
WORKING PROFESSIONAL,18000,36.0,3,4,few days,1,Not sure,fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,5000,1.0,4,4,same day,2,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,30.8,4,5,same day,1,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,33.8,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,9500,23.6,5,5,no complaints raised,2,Not sure,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,17500,6.9,4,4,no complaints raised,2,"Yes, straightforward",fair,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,36.0,4,4,same day,4,Not sure,fair,4,No,Maintenance issues take too long to resolve.
STUDENT,5000,1.0,4,4,over a week,2,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,6.4,4,4,same day,2,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,33.6,3,5,few days,0,Not sure,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,9000,11.0,5,4,same day,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,7500,36.0,3,4,no complaints raised,0,"Yes, straightforward",fair,4,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,1.0,5,5,no complaints raised,3,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,13500,1.0,5,4,no complaints raised,0,Not sure,fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,8.6,4,5,same day,2,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,22.5,4,3,no complaints raised,0,"Yes, straightforward",fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,13.1,5,4,few days,3,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,17500,9.2,5,5,same day,0,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,36.0,4,4,same day,0,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,36.0,4,5,no complaints raised,2,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,10.3,4,4,no complaints raised,2,"Yes, straightforward",fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,1.0,4,4,same day,1,Not sure,fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,14500,1.0,3,5,no complaints raised,0,"Yes, straightforward",fair,4,Yes,Good location and convenient for my daily travel.
STUDENT,5000,19.9,5,5,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,26.0,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,5000,17.3,5,4,few days,0,Not sure,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,15.4,5,5,same day,1,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,4.6,4,4,same day,1,"Yes, straightforward",fair,5,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,5000,26.0,5,4,few days,0,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,36.0,5,4,few days,1,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,10000,1.0,3,3,same day,0,"Yes, straightforward",fair,4,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,7000,15.3,5,4,same day,1,Not sure,fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,2.2,4,3,few days,3,"Yes, straightforward",fair,3,Maybe,"The location is good, but the rent could be better."
STUDENT,5000,1.0,5,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,9000,1.0,5,4,few days,1,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,22.0,2,3,few days,0,Not sure,fair,3,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,18000,22.4,4,5,same day,1,Not sure,fair,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,36.0,5,5,never resolved,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,9500,16.5,4,4,no complaints raised,1,"Yes, straightforward",fair,4,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,13000,1.0,5,5,few days,1,Not sure,underpriced,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,12.9,4,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,1.0,5,4,same day,2,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
STUDENT,18000,1.0,4,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,24.9,5,5,no complaints raised,2,Not sure,fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,19.3,3,4,few days,2,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
STUDENT,18000,25.0,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,18000,11.2,4,5,same day,0,Not sure,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,16000,28.0,4,5,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,18000,10.3,4,4,same day,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,32.8,4,5,few days,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,21.5,3,5,same day,3,Not sure,fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,13.4,4,4,never resolved,1,Not sure,fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,7500,19.5,4,4,same day,1,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,16.1,2,5,no complaints raised,1,"Yes, straightforward",fair,3,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,36.0,2,4,same day,1,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,15000,20.0,4,5,no complaints raised,2,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,17000,16.4,2,4,no complaints raised,3,"Yes, straightforward",fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,12.9,4,4,no complaints raised,5,Not sure,fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,28.8,4,4,same day,1,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,5000,26.8,4,4,same day,2,"Yes, straightforward",fair,4,No,The room and common facilities need better maintenance.
WORKING PROFESSIONAL,5000,12.4,4,4,same day,3,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,6500,1.0,5,5,few days,2,"Yes, straightforward",underpriced,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,3.2,5,4,no complaints raised,3,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,13.7,3,4,no complaints raised,0,"Yes, straightforward",fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,36.0,4,4,same day,1,"Yes, straightforward",fair,4,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,7000,12.7,5,4,same day,2,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,12000,7.7,3,3,same day,0,"Yes, straightforward",fair,4,Maybe,"The facilities are decent, although maintenance can improve."
STUDENT,5000,1.0,4,5,no complaints raised,2,Not sure,fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,14000,36.0,5,4,no complaints raised,2,"Yes, straightforward",underpriced,4,No,The amenities need improvement.
WORKING PROFESSIONAL,5000,24.8,4,5,same day,1,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,28.1,5,4,same day,2,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
STUDENT,18000,30.5,3,3,no complaints raised,2,Disputes are common,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,14.0,2,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,17.6,5,4,few days,1,Not sure,fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,12500,36.0,4,4,no complaints raised,0,Not sure,fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,17500,19.0,4,5,same day,0,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,16000,25.0,3,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,29.2,3,4,same day,0,Not sure,fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,25.9,5,3,no complaints raised,2,Not sure,fair,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,14500,14.5,4,4,same day,4,"Yes, straightforward",fair,5,No,The amenities need improvement.
STUDENT,8500,15.9,4,5,same day,2,Not sure,fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,5000,27.8,4,5,same day,3,Not sure,fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,27.8,5,4,same day,0,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,9500,33.6,5,5,few days,0,"Yes, straightforward",underpriced,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,24.5,4,5,same day,2,"Yes, straightforward",fair,5,No,The rent is high compared with other PGs nearby.
WORKING PROFESSIONAL,5000,25.2,3,3,same day,0,Not sure,underpriced,3,No,The overall facilities do not justify the rent.
WORKING PROFESSIONAL,5000,9.9,5,4,few days,3,Disputes are common,underpriced,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,7.9,3,4,same day,0,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,18000,27.9,3,3,same day,1,"Yes, straightforward",fair,4,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,12500,8.0,5,3,same day,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,8000,16.1,5,4,few days,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,7000,36.0,4,4,same day,0,"Yes, straightforward",underpriced,4,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,18000,34.3,3,5,same day,1,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,20.8,5,5,same day,2,Not sure,fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,17500,12.1,5,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,6000,14.6,4,5,same day,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,18000,29.2,4,3,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,18000,15.9,4,3,same day,0,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,8.2,4,4,no complaints raised,0,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,5000,34.3,5,3,no complaints raised,1,Not sure,fair,4,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,18000,19.1,4,4,same day,0,"Yes, straightforward",fair,4,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,6500,7.9,3,4,same day,3,Disputes are common,fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,11500,23.4,5,4,no complaints raised,0,"Yes, straightforward",overpriced,5,Yes,It is convenient for my college or workplace.
STUDENT,18000,30.7,4,4,few days,2,"Yes, straightforward",fair,3,No,The rent is high compared with other PGs nearby.
WORKING PROFESSIONAL,5000,1.6,5,5,never resolved,2,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,13000,13.5,5,4,no complaints raised,2,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
STUDENT,16000,12.8,4,4,same day,3,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,17000,23.1,3,3,never resolved,0,"Yes, straightforward",underpriced,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,5000,25.7,4,4,same day,2,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
